Batsman Name,Team,Dots,Singles,Doubles,Triples,Fours,Sixes,Runs,Deliveries,Opposition Team,Career Average,Match ID,Match Date,Match Year,Venue,,
RS Kaluwitharana,Sri Lanka,3,0,0,0,0,0,0,3,Australia,22.22,2103,Feb-22-2004,2004,Dambulla,,
UDU Chandana,Sri Lanka,3,2,1,0,0,0,4,6,Australia,17.3,2103,Feb-22-2004,2004,Dambulla,,
RP Arnold,Sri Lanka,4,8,1,0,0,0,10,13,Australia,35.26,2103,Feb-22-2004,2004,Dambulla,,
WPUJC Vaas,Sri Lanka,3,1,0,0,1,0,5,5,Australia,13.68,2103,Feb-22-2004,2004,Dambulla,,
HDPK Dharmasena,Sri Lanka,3,2,0,0,0,0,2,5,Australia,22.62,2103,Feb-22-2004,2004,Dambulla,,
M Muralitharan,Sri Lanka,0,2,0,0,0,0,2,2,Australia,6.8,2103,Feb-22-2004,2004,Dambulla,,
MJ Clarke,Australia,3,0,0,0,0,0,0,3,Sri Lanka,44.58,2103,Feb-22-2004,2004,Dambulla,,
ML Hayden,Australia,54,45,11,0,5,1,93,116,Sri Lanka,43.8,2103,Feb-22-2004,2004,Dambulla,,
RT Ponting,Australia,48,34,5,1,4,1,69,93,Sri Lanka,42.03,2103,Feb-22-2004,2004,Dambulla,,
DR Martyn,Australia,8,5,0,0,0,0,5,13,Sri Lanka,40.8,2103,Feb-22-2004,2004,Dambulla,,
A Symonds,Australia,27,18,5,0,2,0,36,52,Sri Lanka,39.75,2103,Feb-22-2004,2004,Dambulla,,
AC Gilchrist,Australia,2,0,0,0,0,0,0,2,Sri Lanka,35.89,2103,Feb-22-2004,2004,Dambulla,,
MG Bevan,Australia,8,8,2,2,0,1,24,21,Sri Lanka,53.58,2103,Feb-22-2004,2004,Dambulla,,
GC Smith,South Africa,37,13,2,0,5,0,37,57,New Zealand,37.98,2104,Feb-25-2004,2004,Dunedin,,
HH Gibbs,South Africa,22,2,1,0,3,0,16,28,New Zealand,36.13,2104,Feb-25-2004,2004,Dunedin,,
JH Kallis,South Africa,14,5,0,0,2,0,13,21,New Zealand,44.36,2104,Feb-25-2004,2004,Dunedin,,
HH Dippenaar,South Africa,32,10,0,0,2,0,18,44,New Zealand,42.23,2104,Feb-25-2004,2004,Dunedin,,
N Boje,South Africa,17,20,5,0,5,0,50,47,New Zealand,26.67,2104,Feb-25-2004,2004,Dunedin,,
JA Rudolph,South Africa,26,32,7,0,6,0,70,71,New Zealand,35.57,2104,Feb-25-2004,2004,Dunedin,,
MV Boucher,South Africa,7,13,5,0,3,0,35,28,New Zealand,28.57,2104,Feb-25-2004,2004,Dunedin,,
SM Pollock,South Africa,2,1,0,0,1,0,5,4,New Zealand,26.45,2104,Feb-25-2004,2004,Dunedin,,
L Klusener,South Africa,1,1,1,0,0,0,3,3,New Zealand,41.1,2104,Feb-25-2004,2004,Dunedin,,
MHW Papps,New Zealand,35,13,0,0,4,0,29,52,South Africa,51.75,2104,Feb-25-2004,2004,Dunedin,,
SP Fleming,New Zealand,30,16,3,1,5,1,51,56,South Africa,32.4,2104,Feb-25-2004,2004,Dunedin,,
HJH Marshall,New Zealand,46,36,5,0,7,0,74,94,South Africa,27.43,2104,Feb-25-2004,2004,Dunedin,,
SB Styris,New Zealand,20,29,7,0,5,1,69,62,South Africa,32.48,2104,Feb-25-2004,2004,Dunedin,,
CD McMillan,New Zealand,5,4,1,0,0,0,6,10,South Africa,28.18,2104,Feb-25-2004,2004,Dunedin,,
CL Cairns,New Zealand,12,5,1,0,1,3,29,22,South Africa,29.46,2104,Feb-25-2004,2004,Dunedin,,
MS Atapattu,Sri Lanka,13,3,0,0,0,0,3,16,Australia,37.57,2105,Feb-25-2004,2004,Colombo (RPS),,
ST Jayasuriya,Sri Lanka,2,0,0,0,0,0,0,2,Australia,32.36,2105,Feb-25-2004,2004,Colombo (RPS),,
KC Sangakkara,Sri Lanka,23,2,3,1,1,0,15,30,Australia,41.98,2105,Feb-25-2004,2004,Colombo (RPS),,
DPMD Jayawardene,Sri Lanka,59,38,8,2,5,0,80,112,Australia,33.37,2105,Feb-25-2004,2004,Colombo (RPS),,
RP Arnold,Sri Lanka,22,4,0,0,0,0,4,26,Australia,35.26,2105,Feb-25-2004,2004,Colombo (RPS),,
TM Dilshan,Sri Lanka,17,17,1,1,2,0,30,38,Australia,39.65,2105,Feb-25-2004,2004,Colombo (RPS),,
UDU Chandana,Sri Lanka,17,16,4,2,1,0,34,40,Australia,17.3,2105,Feb-25-2004,2004,Colombo (RPS),,
WPUJC Vaas,Sri Lanka,5,12,3,0,0,1,24,21,Australia,13.68,2105,Feb-25-2004,2004,Colombo (RPS),,
HDPK Dharmasena,Sri Lanka,3,6,3,0,3,0,24,15,Australia,22.62,2105,Feb-25-2004,2004,Colombo (RPS),,
DNT Zoysa,Sri Lanka,0,0,0,0,0,0,0,0,Australia,13.19,2105,Feb-25-2004,2004,Colombo (RPS),,
AC Gilchrist,Australia,9,0,0,0,0,0,0,9,Sri Lanka,35.89,2105,Feb-25-2004,2004,Colombo (RPS),,
ML Hayden,Australia,3,1,1,0,0,0,3,5,Sri Lanka,43.8,2105,Feb-25-2004,2004,Colombo (RPS),,
RT Ponting,Australia,35,28,5,3,4,0,63,75,Sri Lanka,42.03,2105,Feb-25-2004,2004,Colombo (RPS),,
DR Martyn,Australia,54,31,8,1,3,0,62,97,Sri Lanka,40.8,2105,Feb-25-2004,2004,Colombo (RPS),,
A Symonds,Australia,24,23,0,0,4,1,45,52,Sri Lanka,39.75,2105,Feb-25-2004,2004,Colombo (RPS),,
MG Bevan,Australia,9,8,1,0,0,0,10,18,Sri Lanka,53.58,2105,Feb-25-2004,2004,Colombo (RPS),,
MJ Clarke,Australia,18,11,5,0,1,1,31,36,Sri Lanka,44.58,2105,Feb-25-2004,2004,Colombo (RPS),,
AC Gilchrist,Australia,10,5,1,1,1,0,14,18,Sri Lanka,35.89,2106,Feb-27-2004,2004,Colombo (RPS),,
ML Hayden,Australia,13,3,2,0,2,0,15,20,Sri Lanka,43.8,2106,Feb-27-2004,2004,Colombo (RPS),,
RT Ponting,Australia,49,17,3,0,8,2,67,79,Sri Lanka,42.03,2106,Feb-27-2004,2004,Colombo (RPS),,
DR Martyn,Australia,5,1,0,0,0,0,1,6,Sri Lanka,40.8,2106,Feb-27-2004,2004,Colombo (RPS),,
A Symonds,Australia,38,30,4,1,3,0,53,76,Sri Lanka,39.75,2106,Feb-27-2004,2004,Colombo (RPS),,
MG Bevan,Australia,22,12,1,0,0,0,14,35,Sri Lanka,53.58,2106,Feb-27-2004,2004,Colombo (RPS),,
MJ Clarke,Australia,12,10,6,2,2,0,36,32,Sri Lanka,44.58,2106,Feb-27-2004,2004,Colombo (RPS),,
IJ Harvey,Australia,3,0,0,0,1,0,4,4,Sri Lanka,34.6,2106,Feb-27-2004,2004,Colombo (RPS),,
GB Hogg,Australia,1,0,0,0,0,0,0,1,Sri Lanka,20.25,2106,Feb-27-2004,2004,Colombo (RPS),,
MS Kasprowicz,Australia,6,0,0,0,0,0,0,6,Sri Lanka,18.5,2106,Feb-27-2004,2004,Colombo (RPS),,
JN Gillespie,Australia,7,8,0,0,0,0,8,15,Sri Lanka,12.56,2106,Feb-27-2004,2004,Colombo (RPS),,
MS Atapattu,Sri Lanka,35,5,1,0,3,0,19,44,Australia,37.57,2106,Feb-27-2004,2004,Colombo (RPS),,
ST Jayasuriya,Sri Lanka,2,0,0,0,0,0,0,2,Australia,32.36,2106,Feb-27-2004,2004,Colombo (RPS),,
KC Sangakkara,Sri Lanka,59,32,3,1,15,0,101,110,Australia,41.98,2106,Feb-27-2004,2004,Colombo (RPS),,
DPMD Jayawardene,Sri Lanka,26,15,0,2,1,0,25,44,Australia,33.37,2106,Feb-27-2004,2004,Colombo (RPS),,
WS Jayantha,Sri Lanka,3,1,0,0,0,0,1,4,Australia,34.66,2106,Feb-27-2004,2004,Colombo (RPS),,
TM Dilshan,Sri Lanka,4,3,1,0,1,0,9,9,Australia,39.65,2106,Feb-27-2004,2004,Colombo (RPS),,
UDU Chandana,Sri Lanka,11,9,2,0,0,0,13,22,Australia,17.3,2106,Feb-27-2004,2004,Colombo (RPS),,
KS Lokuarachchi,Sri Lanka,6,11,0,1,1,0,18,19,Australia,14,2106,Feb-27-2004,2004,Colombo (RPS),,
WPUJC Vaas,Sri Lanka,2,0,0,0,0,0,0,2,Australia,13.68,2106,Feb-27-2004,2004,Colombo (RPS),,
DNT Zoysa,Sri Lanka,4,1,0,0,0,0,1,5,Australia,13.19,2106,Feb-27-2004,2004,Colombo (RPS),,
M Muralitharan,Sri Lanka,0,0,1,0,0,0,2,1,Australia,6.8,2106,Feb-27-2004,2004,Colombo (RPS),,
HJH Marshall,New Zealand,21,6,1,2,1,0,18,31,South Africa,27.43,2107,Feb-29-2004,2004,Auckland,,
SP Fleming,New Zealand,1,0,0,0,0,0,0,1,South Africa,32.4,2107,Feb-29-2004,2004,Auckland,,
CL Cairns,New Zealand,18,13,1,1,1,1,28,35,South Africa,29.46,2107,Feb-29-2004,2004,Auckland,,
SB Styris,New Zealand,13,4,0,0,0,2,16,19,South Africa,32.48,2107,Feb-29-2004,2004,Auckland,,
CD McMillan,New Zealand,5,1,0,0,0,1,7,7,South Africa,28.18,2107,Feb-29-2004,2004,Auckland,,
JDP Oram,New Zealand,13,10,0,0,3,0,22,26,South Africa,24.09,2107,Feb-29-2004,2004,Auckland,,
CZ Harris,New Zealand,25,20,4,1,3,2,55,55,South Africa,29,2107,Feb-29-2004,2004,Auckland,,
BB McCullum,New Zealand,9,5,1,0,1,0,11,16,South Africa,30.56,2107,Feb-29-2004,2004,Auckland,,
DL Vettori,New Zealand,1,5,1,0,3,0,19,10,South Africa,17.33,2107,Feb-29-2004,2004,Auckland,,
KD Mills,New Zealand,1,1,0,0,1,0,5,3,South Africa,15.62,2107,Feb-29-2004,2004,Auckland,,
GC Smith,South Africa,24,6,1,1,1,0,15,33,New Zealand,37.98,2107,Feb-29-2004,2004,Auckland,,
HH Gibbs,South Africa,4,1,0,0,3,0,13,8,New Zealand,36.13,2107,Feb-29-2004,2004,Auckland,,
L Klusener,South Africa,5,0,0,0,2,1,14,8,New Zealand,41.1,2107,Feb-29-2004,2004,Auckland,,
JA Morkel,South Africa,13,5,1,0,1,0,11,20,New Zealand,23.69,2107,Feb-29-2004,2004,Auckland,,
JH Kallis,South Africa,24,26,5,0,4,1,58,60,New Zealand,44.36,2107,Feb-29-2004,2004,Auckland,,
HH Dippenaar,South Africa,12,4,0,0,1,0,8,17,New Zealand,42.23,2107,Feb-29-2004,2004,Auckland,,
MV Boucher,South Africa,6,16,0,0,5,2,48,29,New Zealand,28.57,2107,Feb-29-2004,2004,Auckland,,
AC Gilchrist,Australia,20,1,1,1,3,0,18,26,Sri Lanka,35.89,2108,Feb-29-2004,2004,Colombo (SSC),,
BJ Haddin,Australia,17,2,0,1,1,0,9,21,Sri Lanka,31.53,2108,Feb-29-2004,2004,Colombo (SSC),,
MJ Clarke,Australia,35,10,1,0,1,0,16,47,Sri Lanka,44.58,2108,Feb-29-2004,2004,Colombo (SSC),,
SM Katich,Australia,9,3,1,0,2,0,13,15,Sri Lanka,35.78,2108,Feb-29-2004,2004,Colombo (SSC),,
DR Martyn,Australia,35,22,4,0,2,0,38,63,Sri Lanka,40.8,2108,Feb-29-2004,2004,Colombo (SSC),,
MG Bevan,Australia,23,8,1,0,1,0,14,33,Sri Lanka,53.58,2108,Feb-29-2004,2004,Colombo (SSC),,
A Symonds,Australia,27,12,3,0,4,1,40,47,Sri Lanka,39.75,2108,Feb-29-2004,2004,Colombo (SSC),,
GB Hogg,Australia,24,15,8,0,1,0,35,48,Sri Lanka,20.25,2108,Feb-29-2004,2004,Colombo (SSC),,
B Lee,Australia,0,1,0,0,0,0,1,1,Sri Lanka,17.81,2108,Feb-29-2004,2004,Colombo (SSC),,
MS Atapattu,Sri Lanka,10,0,0,0,0,0,0,10,Australia,37.57,2108,Feb-29-2004,2004,Colombo (SSC),,
ST Jayasuriya,Sri Lanka,12,5,0,0,2,0,13,19,Australia,32.36,2108,Feb-29-2004,2004,Colombo (SSC),,
KC Sangakkara,Sri Lanka,27,5,2,0,7,0,37,41,Australia,41.98,2108,Feb-29-2004,2004,Colombo (SSC),,
DPMD Jayawardene,Sri Lanka,23,1,2,0,4,0,21,30,Australia,33.37,2108,Feb-29-2004,2004,Colombo (SSC),,
WS Jayantha,Sri Lanka,17,5,1,0,4,0,23,27,Australia,34.66,2108,Feb-29-2004,2004,Colombo (SSC),,
TM Dilshan,Sri Lanka,29,7,0,0,2,0,15,38,Australia,39.65,2108,Feb-29-2004,2004,Colombo (SSC),,
RP Arnold,Sri Lanka,47,15,0,0,2,0,23,64,Australia,35.26,2108,Feb-29-2004,2004,Colombo (SSC),,
UDU Chandana,Sri Lanka,15,2,1,0,0,0,4,18,Australia,17.3,2108,Feb-29-2004,2004,Colombo (SSC),,
DNT Zoysa,Sri Lanka,23,9,3,0,5,2,47,42,Australia,13.19,2108,Feb-29-2004,2004,Colombo (SSC),,
GC Smith,South Africa,17,2,0,1,1,0,9,21,New Zealand,37.98,2109,Mar-02-2004,2004,Napier,,
HH Gibbs,South Africa,5,0,0,1,0,0,3,6,New Zealand,36.13,2109,Mar-02-2004,2004,Napier,,
JH Kallis,South Africa,12,0,0,0,0,0,0,12,New Zealand,44.36,2109,Mar-02-2004,2004,Napier,,
JA Rudolph,South Africa,9,0,0,1,0,0,3,10,New Zealand,35.57,2109,Mar-02-2004,2004,Napier,,
AG Prince,South Africa,59,19,1,2,5,0,47,86,New Zealand,35.1,2109,Mar-02-2004,2004,Napier,,
MV Boucher,South Africa,3,0,0,0,0,0,0,3,New Zealand,28.57,2109,Mar-02-2004,2004,Napier,,
SM Pollock,South Africa,6,3,0,0,1,0,7,10,New Zealand,26.45,2109,Mar-02-2004,2004,Napier,,
L Klusener,South Africa,36,15,4,0,3,0,35,58,New Zealand,41.1,2109,Mar-02-2004,2004,Napier,,
RJ Peterson,South Africa,23,3,1,0,0,0,5,27,New Zealand,20.59,2109,Mar-02-2004,2004,Napier,,
JA Morkel,South Africa,17,13,1,0,2,0,23,33,New Zealand,23.69,2109,Mar-02-2004,2004,Napier,,
M Ntini,South Africa,16,10,4,0,3,2,42,35,New Zealand,8.65,2109,Mar-02-2004,2004,Napier,,
MHW Papps,New Zealand,87,34,6,2,10,0,92,139,South Africa,51.75,2109,Mar-02-2004,2004,Napier,,
SP Fleming,New Zealand,30,6,5,0,4,0,32,45,South Africa,32.4,2109,Mar-02-2004,2004,Napier,,
HJH Marshall,New Zealand,3,1,1,0,0,0,3,5,South Africa,27.43,2109,Mar-02-2004,2004,Napier,,
SB Styris,New Zealand,13,4,1,0,1,0,10,19,South Africa,32.48,2109,Mar-02-2004,2004,Napier,,
CL Cairns,New Zealand,13,10,0,0,0,0,10,23,South Africa,29.46,2109,Mar-02-2004,2004,Napier,,
JDP Oram,New Zealand,18,7,0,0,0,0,7,25,South Africa,24.09,2109,Mar-02-2004,2004,Napier,,
CZ Harris,New Zealand,10,12,1,0,2,0,22,25,South Africa,29,2109,Mar-02-2004,2004,Napier,,
Alok Kapali,Bangladesh,17,2,0,1,1,0,9,21,Zimbabwe,19.6,2110,Mar-10-2004,2004,Harare,,
Shahriar Hossain,Bangladesh,21,2,0,0,0,0,2,23,Zimbabwe,19.05,2110,Mar-10-2004,2004,Harare,,
Habibul Bashar,Bangladesh,43,21,3,0,7,0,55,74,Zimbabwe,21.68,2110,Mar-10-2004,2004,Harare,,
Rajin Saleh,Bangladesh,77,29,0,1,5,1,58,113,Zimbabwe,23.92,2110,Mar-10-2004,2004,Harare,,
Mohammad Rafique,Bangladesh,8,4,1,0,0,0,6,13,Zimbabwe,13.38,2110,Mar-10-2004,2004,Harare,,
Mohammad Ashraful,Bangladesh,3,17,7,0,5,0,51,32,Zimbabwe,22.23,2110,Mar-10-2004,2004,Harare,,
Mushfiqur Rahman,Bangladesh,1,0,0,0,0,0,0,1,Zimbabwe,16.36,2110,Mar-10-2004,2004,Harare,,
Khaled Mahmud,Bangladesh,5,8,0,0,2,1,22,16,Zimbabwe,14.36,2110,Mar-10-2004,2004,Harare,,
Khaled Mashud,Bangladesh,3,3,2,0,1,0,11,9,Zimbabwe,21.9,2110,Mar-10-2004,2004,Harare,,
GW Flower,Zimbabwe,3,2,0,0,0,0,2,5,Bangladesh,33.52,2110,Mar-10-2004,2004,Harare,,
BG Rogers,Zimbabwe,42,9,4,0,7,1,51,63,Bangladesh,31.86,2110,Mar-10-2004,2004,Harare,,
SV Carlisle,Zimbabwe,56,18,7,2,7,0,66,90,Bangladesh,27.67,2110,Mar-10-2004,2004,Harare,,
T Taibu,Zimbabwe,9,3,0,0,0,0,3,12,Bangladesh,29.25,2110,Mar-10-2004,2004,Harare,,
SM Ervine,Zimbabwe,11,4,0,0,1,0,8,16,Bangladesh,25.85,2110,Mar-10-2004,2004,Harare,,
HH Streak,Zimbabwe,15,18,4,0,1,0,30,38,Bangladesh,28.29,2110,Mar-10-2004,2004,Harare,,
DD Ebrahim,Zimbabwe,22,9,2,0,0,0,13,33,Bangladesh,20.61,2110,Mar-10-2004,2004,Harare,,
S Matsikenyeri,Zimbabwe,9,14,1,0,0,1,22,25,Bangladesh,22.01,2110,Mar-10-2004,2004,Harare,,
RW Price,Zimbabwe,7,7,2,1,0,1,20,18,Bangladesh,9.66,2110,Mar-10-2004,2004,Harare,,
DT Hondo,Zimbabwe,1,0,0,0,0,0,0,1,Bangladesh,7.47,2110,Mar-10-2004,2004,Harare,,
NB Mahwire,Zimbabwe,1,1,1,0,0,0,3,3,Bangladesh,10.63,2110,Mar-10-2004,2004,Harare,,
MA Vermeulen,Zimbabwe,6,0,0,0,1,0,4,7,Bangladesh,22.25,2111,Mar-12-2004,2004,Harare,,
BG Rogers,Zimbabwe,34,13,1,1,2,0,26,51,Bangladesh,31.86,2111,Mar-12-2004,2004,Harare,,
SV Carlisle,Zimbabwe,6,0,1,0,2,0,10,9,Bangladesh,27.67,2111,Mar-12-2004,2004,Harare,,
GW Flower,Zimbabwe,4,1,1,0,0,0,3,6,Bangladesh,33.52,2111,Mar-12-2004,2004,Harare,,
T Taibu,Zimbabwe,11,1,1,1,1,0,10,15,Bangladesh,29.25,2111,Mar-12-2004,2004,Harare,,
SM Ervine,Zimbabwe,45,34,4,0,2,0,50,85,Bangladesh,25.85,2111,Mar-12-2004,2004,Harare,,
HH Streak,Zimbabwe,42,22,4,1,3,0,45,72,Bangladesh,28.29,2111,Mar-12-2004,2004,Harare,,
DD Ebrahim,Zimbabwe,16,11,5,0,3,0,33,35,Bangladesh,20.61,2111,Mar-12-2004,2004,Harare,,
AM Blignaut,Zimbabwe,4,6,4,0,2,1,28,17,Bangladesh,18.96,2111,Mar-12-2004,2004,Harare,,
GB Brent,Zimbabwe,1,4,0,0,0,0,4,5,Bangladesh,12,2111,Mar-12-2004,2004,Harare,,
Hannan Sarkar,Bangladesh,21,4,1,0,2,0,14,28,Zimbabwe,19.15,2111,Mar-12-2004,2004,Harare,,
Alok Kapali,Bangladesh,21,6,4,0,1,0,18,32,Zimbabwe,19.6,2111,Mar-12-2004,2004,Harare,,
Habibul Bashar,Bangladesh,12,0,0,0,0,0,0,12,Zimbabwe,21.68,2111,Mar-12-2004,2004,Harare,,
Rajin Saleh,Bangladesh,26,2,1,0,2,0,12,31,Zimbabwe,23.92,2111,Mar-12-2004,2004,Harare,,
Mohammad Ashraful,Bangladesh,19,15,1,0,2,1,31,38,Zimbabwe,22.23,2111,Mar-12-2004,2004,Harare,,
Mushfiqur Rahman,Bangladesh,37,26,3,1,2,1,49,70,Zimbabwe,16.36,2111,Mar-12-2004,2004,Harare,,
Khaled Mashud,Bangladesh,22,25,2,0,3,0,41,52,Zimbabwe,21.9,2111,Mar-12-2004,2004,Harare,,
Khaled Mahmud,Bangladesh,2,0,0,0,0,0,0,2,Zimbabwe,14.36,2111,Mar-12-2004,2004,Harare,,
Mohammad Rafique,Bangladesh,5,6,5,0,1,1,26,18,Zimbabwe,13.38,2111,Mar-12-2004,2004,Harare,,
Tapash Baisya,Bangladesh,4,0,0,0,0,0,0,4,Zimbabwe,12,2111,Mar-12-2004,2004,Harare,,
Tareq Aziz,Bangladesh,2,5,1,0,1,0,11,9,Zimbabwe,26,2111,Mar-12-2004,2004,Harare,,
V Sehwag,India,30,8,3,1,14,1,79,57,Pakistan,35.05,2112,Mar-13-2004,2004,Karachi,,
SR Tendulkar,India,24,6,0,0,4,1,28,35,Pakistan,44.83,2112,Mar-13-2004,2004,Karachi,,
SC Ganguly,India,24,15,3,0,3,2,45,47,Pakistan,41.02,2112,Mar-13-2004,2004,Karachi,,
R Dravid,India,40,43,12,0,8,0,99,103,Pakistan,39.16,2112,Mar-13-2004,2004,Karachi,,
Yuvraj Singh,India,6,3,0,0,0,0,3,9,Pakistan,36.37,2112,Mar-13-2004,2004,Karachi,,
M Kaif,India,27,22,4,0,4,0,46,57,Pakistan,32.01,2112,Mar-13-2004,2004,Karachi,,
HK Badani,India,0,4,0,0,1,0,8,5,Pakistan,33.34,2112,Mar-13-2004,2004,Karachi,,
Z Khan,India,2,0,0,0,0,0,0,2,Pakistan,12,2112,Mar-13-2004,2004,Karachi,,
M Kartik,India,2,3,0,0,0,0,3,5,Pakistan,14,2112,Mar-13-2004,2004,Karachi,,
Yasir Hameed,Pakistan,6,7,0,0,0,0,7,13,India,36.87,2112,Mar-13-2004,2004,Karachi,,
Imran Farhat,Pakistan,19,5,0,1,4,0,24,29,India,30.69,2112,Mar-13-2004,2004,Karachi,,
Yousuf Youhana,Pakistan,34,19,5,0,5,4,73,67,India,41.71,2112,Mar-13-2004,2004,Karachi,,
Inzamam-ul-Haq,Pakistan,37,41,9,1,12,2,122,102,India,39.52,2112,Mar-13-2004,2004,Karachi,,
Younis Khan,Pakistan,23,18,3,0,4,1,46,49,India,31.34,2112,Mar-13-2004,2004,Karachi,,
Abdul Razzaq,Pakistan,4,5,4,0,2,1,27,16,India,29.7,2112,Mar-13-2004,2004,Karachi,,
Moin Khan,Pakistan,6,7,3,1,0,0,16,17,India,23,2112,Mar-13-2004,2004,Karachi,,
Shoaib Malik,Pakistan,1,2,1,1,0,0,7,5,India,32.67,2112,Mar-13-2004,2004,Karachi,,
Naved-ul-Hasan,Pakistan,1,3,0,0,0,0,3,4,India,15.87,2112,Mar-13-2004,2004,Karachi,,
Hannan Sarkar,Bangladesh,68,19,6,0,4,2,59,99,Zimbabwe,19.15,2113,Mar-14-2004,2004,Harare,,
Manjural Islam Rana,Bangladesh,56,30,7,1,4,0,63,98,Zimbabwe,20.68,2113,Mar-14-2004,2004,Harare,,
Mohammad Ashraful,Bangladesh,2,0,0,0,0,0,0,2,Zimbabwe,22.23,2113,Mar-14-2004,2004,Harare,,
Rajin Saleh,Bangladesh,16,13,2,0,1,0,21,32,Zimbabwe,23.92,2113,Mar-14-2004,2004,Harare,,
Alok Kapali,Bangladesh,4,2,1,0,1,0,8,8,Zimbabwe,19.6,2113,Mar-14-2004,2004,Harare,,
Mushfiqur Rahman,Bangladesh,5,3,0,0,0,0,3,8,Zimbabwe,16.36,2113,Mar-14-2004,2004,Harare,,
Habibul Bashar,Bangladesh,4,2,0,0,0,0,2,6,Zimbabwe,21.68,2113,Mar-14-2004,2004,Harare,,
Khaled Mashud,Bangladesh,5,3,0,0,0,0,3,8,Zimbabwe,21.9,2113,Mar-14-2004,2004,Harare,,
Khaled Mahmud,Bangladesh,10,1,1,0,0,0,3,12,Zimbabwe,14.36,2113,Mar-14-2004,2004,Harare,,
Tapash Baisya,Bangladesh,6,2,1,0,0,0,4,9,Zimbabwe,12,2113,Mar-14-2004,2004,Harare,,
Tareq Aziz,Bangladesh,9,2,0,0,0,0,2,11,Zimbabwe,26,2113,Mar-14-2004,2004,Harare,,
GW Flower,Zimbabwe,62,11,3,2,9,0,59,87,Bangladesh,33.52,2113,Mar-14-2004,2004,Harare,,
BG Rogers,Zimbabwe,40,15,4,1,7,0,54,67,Bangladesh,31.86,2113,Mar-14-2004,2004,Harare,,
SV Carlisle,Zimbabwe,2,0,0,0,0,0,0,2,Bangladesh,27.67,2113,Mar-14-2004,2004,Harare,,
S Matsikenyeri,Zimbabwe,3,0,0,0,0,0,0,3,Bangladesh,22.01,2113,Mar-14-2004,2004,Harare,,
T Taibu,Zimbabwe,2,0,0,0,0,0,0,2,Bangladesh,29.25,2113,Mar-14-2004,2004,Harare,,
SM Ervine,Zimbabwe,2,1,0,0,0,0,1,3,Bangladesh,25.85,2113,Mar-14-2004,2004,Harare,,
HH Streak,Zimbabwe,41,6,1,1,5,0,31,54,Bangladesh,28.29,2113,Mar-14-2004,2004,Harare,,
DD Ebrahim,Zimbabwe,12,8,0,1,0,0,11,21,Bangladesh,20.61,2113,Mar-14-2004,2004,Harare,,
GB Brent,Zimbabwe,14,2,0,0,3,0,14,19,Bangladesh,12,2113,Mar-14-2004,2004,Harare,,
Yasir Hameed,Pakistan,58,36,4,0,9,1,86,108,India,36.87,2114,Mar-16-2004,2004,Rawalpindi,,
Shahid Afridi,Pakistan,32,9,2,1,10,4,80,58,India,23.57,2114,Mar-16-2004,2004,Rawalpindi,,
Yousuf Youhana,Pakistan,11,10,3,0,2,0,24,26,India,41.71,2114,Mar-16-2004,2004,Rawalpindi,,
Inzamam-ul-Haq,Pakistan,14,17,1,0,1,1,29,34,India,39.52,2114,Mar-16-2004,2004,Rawalpindi,,
Younis Khan,Pakistan,10,10,7,0,1,0,28,28,India,31.34,2114,Mar-16-2004,2004,Rawalpindi,,
Moin Khan,Pakistan,1,0,0,0,0,0,0,1,India,23,2114,Mar-16-2004,2004,Rawalpindi,,
Shoaib Malik,Pakistan,9,13,3,1,2,0,30,28,India,32.67,2114,Mar-16-2004,2004,Rawalpindi,,
Abdul Razzaq,Pakistan,3,7,4,0,4,0,31,18,India,29.7,2114,Mar-16-2004,2004,Rawalpindi,,
V Sehwag,India,9,6,2,0,4,0,26,21,Pakistan,35.05,2114,Mar-16-2004,2004,Rawalpindi,,
SR Tendulkar,India,64,40,12,1,17,1,141,135,Pakistan,44.83,2114,Mar-16-2004,2004,Rawalpindi,,
VVS Laxman,India,4,2,1,0,0,0,4,7,Pakistan,30.76,2114,Mar-16-2004,2004,Rawalpindi,,
SC Ganguly,India,27,9,1,0,1,0,15,38,Pakistan,41.02,2114,Mar-16-2004,2004,Rawalpindi,,
R Dravid,India,18,22,3,0,2,0,36,45,Pakistan,39.16,2114,Mar-16-2004,2004,Rawalpindi,,
Yuvraj Singh,India,10,5,3,0,2,0,19,20,Pakistan,36.37,2114,Mar-16-2004,2004,Rawalpindi,,
M Kaif,India,3,5,1,0,0,0,7,9,Pakistan,32.01,2114,Mar-16-2004,2004,Rawalpindi,,
RR Powar,India,3,4,1,0,3,0,18,11,Pakistan,11.64,2114,Mar-16-2004,2004,Rawalpindi,,
Z Khan,India,1,0,0,0,0,0,0,1,Pakistan,12,2114,Mar-16-2004,2004,Rawalpindi,,
L Balaji,India,5,2,0,0,3,0,14,10,Pakistan,12,2114,Mar-16-2004,2004,Rawalpindi,,
A Nehra,India,1,0,0,0,0,0,0,1,Pakistan,5.64,2114,Mar-16-2004,2004,Rawalpindi,,
V Sehwag,India,14,1,0,0,3,0,13,18,Pakistan,35.05,2115,Mar-19-2004,2004,Peshawar,,
SR Tendulkar,India,5,0,0,0,0,0,0,5,Pakistan,44.83,2115,Mar-19-2004,2004,Peshawar,,
VVS Laxman,India,18,1,1,0,0,0,3,20,Pakistan,30.76,2115,Mar-19-2004,2004,Peshawar,,
